target,probe
XM_009291620.3:128-1594,probe_f833e20d21146953db022b7c0217aaf67f6aa2888c85a4b541c5cc0c49b4cc61
NM_212649.1:66-1532,probe_f833e20d21146953db022b7c0217aaf67f6aa2888c85a4b541c5cc0c49b4cc61
XM_017359216.2:84-1550,probe_f833e20d21146953db022b7c0217aaf67f6aa2888c85a4b541c5cc0c49b4cc61
XM_005157541.4:139-1722,probe_c8e5d88628489ae6a2cd689364aa7ab7fe279134f9859eec1245eabbf3e9df6b
XM_001335943.7:269-1738,probe_c8e5d88628489ae6a2cd689364aa7ab7fe279134f9859eec1245eabbf3e9df6b
XM_001333968.7:829-2397,probe_fee4bd541dc51bbffe3cdfccf2f9239807efe2f6317973ad0a0fc3dc7ced65eb
NM_001328513.1:22-1590,probe_fee4bd541dc51bbffe3cdfccf2f9239807efe2f6317973ad0a0fc3dc7ced65eb
XM_005163328.3:169-7086,probe_ff0b94e2f522fc0ccadc1cba56bab38298b137e32f1cc072dfce64949b647a4e
XM_021467019.1:169-7152,probe_ff0b94e2f522fc0ccadc1cba56bab38298b137e32f1cc072dfce64949b647a4e
NM_200644.1:144-3221,probe_cf1030aa72e64d9f2f3ef7dfcb31976f42ea37dabb3bee970629fec57a828a14
XM_681540.8:319-18060,probe_ce15ac6954039a9ef3b112223f0ddd5fb3ba42b1a4147e286f4b7b2adc79bedf
XM_681540.8:319-18060,probe_ce15ac6954039a9ef3b112223f0ddd5fb3ba42b1a4147e286f4b7b2adc79bedf
NM_001302254.1:1-1824,probe_d31c0a6c381a2451c8f0bc1443d7a30e64251fe3040f7b65c630c60cd5a172f1
NM_001328691.1:13-1503,probe_e2a6f43f4b96052cad60abd74f1decb74c83d37752e8e5067c4f3208e29030bd
NM_001328515.1:15-1505,probe_e2a6f43f4b96052cad60abd74f1decb74c83d37752e8e5067c4f3208e29030bd
NM_001044309.2:15-1256,probe_e2a6f43f4b96052cad60abd74f1decb74c83d37752e8e5067c4f3208e29030bd
NM_001025184.1:37-693,probe_e708717d0758b6be770604720d33f0e42bcf389efe8bcd5f530ea7a5e73123e8
XM_005163062.2:66-722,probe_e708717d0758b6be770604720d33f0e42bcf389efe8bcd5f530ea7a5e73123e8
XM_005163063.3:74-730,probe_e708717d0758b6be770604720d33f0e42bcf389efe8bcd5f530ea7a5e73123e8
XM_681540.8:319-18060,probe_d19b6ebecc8ed237863e33b3154ee8e0f61d50d3efe16cb6830a4edc3ded6122
NM_213482.1:173-2143,probe_ff6463c0d2ed614c8797104ce66a32cfca029a7d955d41c559cbb7bc264bd0b6
XM_021470125.1:84-2054,probe_ff6463c0d2ed614c8797104ce66a32cfca029a7d955d41c559cbb7bc264bd0b6
XM_009307205.3:384-1715,probe_b3df0137621414fea93ee0a5fcbe2e2803df3e4c69e2a22734b5baa9315b6016
NM_001076717.2:337-2151,probe_fb5ea89cdc7089c031a78dbd03d8eacd598bf556fab52cfc38010234496e4b8c
XM_005162867.4:806-2158,probe_fb5ea89cdc7089c031a78dbd03d8eacd598bf556fab52cfc38010234496e4b8c
NM_001302254.1:1-1824,probe_8d35070bd4e819f5687121fefa504500caa7f37e8a169fbec1eea7ad09b8a6a0
NM_131630.1:122-1630,probe_74dc5b4eafa93b19d94aae724b2c9d24646ec2b91fabdbb7f4e91a36655a8c68
XM_021469981.1:367-11424,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469982.1:366-11414,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469977.1:366-11453,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296941.3:366-11468,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469983.1:366-11411,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296942.3:366-11435,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296944.3:366-11180,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296945.3:366-11114,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296946.3:366-11030,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469987.1:366-10877,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469988.1:366-10874,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469985.1:366-11342,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_009296943.3:366-11432,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469975.1:367-11472,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469984.1:367-11394,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469976.1:367-11469,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469978.1:367-11445,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
XM_021469980.1:367-11442,probe_fd275afeeafd07ab77d2af44d81b14f93f2c0408c49127d17b34404ae4a31c7a
NM_001145693.1:182-2584,probe_fcc861628e7f0c2d4f2664e9f5d7fba1428781c169d1a7db32c478ba2a8a9b4f
XM_005160290.4:244-2799,probe_fcc861628e7f0c2d4f2664e9f5d7fba1428781c169d1a7db32c478ba2a8a9b4f
NM_212439.2:620-4816,probe_fbb45dbb54013ab2118f9a1525049fbf78bd21e4b2abb1f68581311cb2a8a681
NM_001009890.2:234-1748,probe_b24581c45a10b45ae5657e7628b7b358f8442c394cdf6a485acfec22d00bcc7f
XM_009300609.3:137-1435,probe_b24581c45a10b45ae5657e7628b7b358f8442c394cdf6a485acfec22d00bcc7f
NM_200136.1:70-2247,probe_ecfd66efc5c69500be5baa3c65d58348541428b6a3852c59371f4fd8985fdc19
XM_021478207.1:131-2380,probe_ecfd66efc5c69500be5baa3c65d58348541428b6a3852c59371f4fd8985fdc19
NM_001001730.2:92-1591,probe_eda00981c860fdfed20f3a2f2589b33b8f3cd8e8cc9d4865cbe7491d85a5d9ba
NM_200881.1:118-1077,probe_807f97d6ce3c83877ed0377cf2dbd5b760636193890a8d1d36465fd9dacbc290
NM_001139482.1:1-906,probe_df8f9e35314d511159cb5d7e50add92983c1d846146d8f030339dd77fd38879e
NM_001045073.1:184-2388,probe_ea3db8045a8082d33d93409de44172dd99f27b5a9b83cd2e46c91d3cfc486f72
NM_131328.1:70-2250,probe_ea3db8045a8082d33d93409de44172dd99f27b5a9b83cd2e46c91d3cfc486f72
XM_021470707.1:591-2345,probe_fa866731eed28c1e1fecbf6b2e1e86eac3a86eb342a03a333d0cc36366c563bd
XM_005166214.4:158-2491,probe_c6d1fd180cc8889852cd65a0109d400988217283f3d5934d6cd8204770d49f0e
XM_683131.7:158-2488,probe_c6d1fd180cc8889852cd65a0109d400988217283f3d5934d6cd8204770d49f0e
NM_201173.2:64-1602,probe_cee3cc0d3dcd924ca91c426861744e94349e55a6559c04bcd1fcd67c03810897
NM_001077458.1:29-1525,probe_ef70ad58a196c9e16d5b0ce14ab0566f963300267f2c24062d2dbb85e68479de
NM_001025557.2:29-1525,probe_ef70ad58a196c9e16d5b0ce14ab0566f963300267f2c24062d2dbb85e68479de
NM_001007162.2:63-884,probe_9bb5b415dd62d13d94e433192d72722e516b8199d191c9010e73e95c3ebf445b
XM_005158728.4:308-1129,probe_9bb5b415dd62d13d94e433192d72722e516b8199d191c9010e73e95c3ebf445b
NM_213482.1:173-2143,probe_f15a888fb082f33f5041d116c2229ab24243479b077ac60f99d8dd08029f13a9
XM_021470125.1:84-2054,probe_f15a888fb082f33f5041d116c2229ab24243479b077ac60f99d8dd08029f13a9
NM_001037428.2:101-1678,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_001177334.1:55-1638,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_001177344.2:50-1612,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_213422.2:21-1631,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_001177340.2:26-1585,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_001177339.2:33-1595,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
NM_001172770.2:45-1607,probe_ef50bec7d5bbaacc0c5f5aa811fcfeee92ab43061f408bbfc28536a53cf91279
XM_009304974.3:328-4290,probe_caefb4372d230d1bd767dce23a1a3e32e38458774675d8f1d979d36c2bb6d608
XM_021474684.1:653-3142,probe_da5ab93427a1dbaad33c6cab33c8f038409d81a42d8f53f436f99444ddd275bd
XM_003198146.5:245-4753,probe_da5ab93427a1dbaad33c6cab33c8f038409d81a42d8f53f436f99444ddd275bd
XM_017354804.2:238-4746,probe_da5ab93427a1dbaad33c6cab33c8f038409d81a42d8f53f436f99444ddd275bd
NM_131802.1:26-3289,probe_cc79718f613db227fef780a928259716593db8a7dbf1ac1d76249728e79b271a
NM_001025488.1:1-1698,probe_ddb5813d9dde000b6d9374af2e2f5b5165ba2652de4af3e8db460900344dec90
NM_001130623.2:109-1632,probe_a39d2932a0e77154c6507db12b1447d5889fed6d955e705a7c1be1343e11eba8
XM_005165229.4:554-8068,probe_dfca2e1c724ea295b65374dbd9323dab9f29e83fb43d49bafd40538309329dd1
XM_005165231.4:554-8065,probe_dfca2e1c724ea295b65374dbd9323dab9f29e83fb43d49bafd40538309329dd1
XM_005165230.4:554-8065,probe_dfca2e1c724ea295b65374dbd9323dab9f29e83fb43d49bafd40538309329dd1
NM_001177496.1:24-1622,probe_b98280f96db53bdf03a78cd45c3ef7b678b2e48aff11b28f81a7b1e148364182
XM_021480202.1:96-467,probe_e1c18c6cafe79279b32c4deb5d2d711609972b2108e4dbadb8b3887d4092e182
NM_001045302.2:26-436,probe_ad34d529edf6fe800e44cdd1e5deff0b4ad61a444a4e2d6ccc9d6b512d6109ea
NM_001045321.1:302-3103,probe_f16cd2b51053a20b4e5571c026e25a368d142a528888c96fe488f717dc20d118
XM_009301380.3:1730-3235,probe_f8078b959d1803322ba076f68eb54dae2e5cd4838009ae3c7e49b6da4166bb58
NM_001177343.2:59-1657,probe_f8b94d581a8efb701e590ad0103ec244b68e825ff382d1eb32bbcac682f97cbf
NM_001114569.2:1-2055,probe_ae278acaab9b96695b78bca494bc040d3e12216fd20e87c2c5da40cfd6275578
XM_021477412.1:50-2065,probe_ef1f83f703f23ce2ed20351a059acc29f6b52318c04f86e84ffac1854745f011
XM_005166616.4:97-2127,probe_ef1f83f703f23ce2ed20351a059acc29f6b52318c04f86e84ffac1854745f011
NM_001114586.2:355-7170,probe_f87707abfd70bd62bf4e0d8ed8c74e67b1ffe35a7ac5a4853de0c322ada4541a
XM_005173080.4:164-7012,probe_f87707abfd70bd62bf4e0d8ed8c74e67b1ffe35a7ac5a4853de0c322ada4541a
NM_213290.1:32-1450,probe_9d76347531156f39a84410a7e78d52e3ddf257d9167d95a039b316638b19cc7d
XM_009299335.3:27-1595,probe_9d76347531156f39a84410a7e78d52e3ddf257d9167d95a039b316638b19cc7d
NM_001020822.1:21-1496,probe_da58cdbdbadaba07bf447c7848885a936d8dc4d4b99dbce303f5e5d8d5cff13b
NM_001308559.1:1-2154,probe_fe6a1b850ae5981d3f92f7f32fa0e1915aecbff5642ac6a84aa5f62d156126a4
NM_200044.1:247-1884,probe_841c00b7df65f548f0929cd3aa7c293727b0c081616f573aac7b8e07891549c1
XM_001338327.4:260-859,probe_da8a9ae4f504f9c531861242d9f07fe68178f428e491529b2fe1c439622a39c8
XM_001920827.7:167-7129,probe_bbe3515f43f638bb10ee55178633cca0fe49f7ba547bb202701219b0a65ad9d0
XM_009305796.2:167-7153,probe_bbe3515f43f638bb10ee55178633cca0fe49f7ba547bb202701219b0a65ad9d0
NM_001098617.1:266-1558,probe_fb776a46a358c198309a0158e6791c530e63084a89e5d73e4e5616a7ff7d33d3
XM_005167420.4:353-1645,probe_fb776a46a358c198309a0158e6791c530e63084a89e5d73e4e5616a7ff7d33d3
XM_021478724.1:248-1501,probe_fb776a46a358c198309a0158e6791c530e63084a89e5d73e4e5616a7ff7d33d3
NM_213422.2:21-1631,probe_f9dc07b103ffbf6b65bca574743db13fe212d0315e0f1b31e7f0d6b4d4d60a25
XM_687846.9:144-4637,probe_f21f23a3f1387c915d4184128bb0fa4c3573ab40f82858aa9c182cfb85560e0e
XM_021479799.1:145-4659,probe_f21f23a3f1387c915d4184128bb0fa4c3573ab40f82858aa9c182cfb85560e0e
NM_001177341.1:25-1608,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_001177338.1:56-1639,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_001365233.1:56-1639,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_001177345.2:25-1608,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_001177335.2:54-1637,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_001113626.1:25-1608,probe_fede4250e3c1464ce98b039f8f6bbe3fcfbd1ccd243bc99634b93deff3b42768
NM_201173.2:64-1602,probe_8f7307087ce0a48a06c349d659b8d10904848752cb59cf84095fa1e0620f8b56
NM_201313.1:38-1399,probe_d9937950cdceb97e3afee158b3ca65934398287057245ef21f0d10a19e8cccf5
XM_005168471.4:46-1473,probe_d9937950cdceb97e3afee158b3ca65934398287057245ef21f0d10a19e8cccf5
NM_200136.1:70-2247,probe_f48d8c53f4ae2168300b84aa09fd4974a275387eab04c69760fd9ca08bfddb9a
XM_021478207.1:131-2380,probe_f48d8c53f4ae2168300b84aa09fd4974a275387eab04c69760fd9ca08bfddb9a
NM_131802.1:26-3289,probe_f55055f78f89f54370d179f87fc92edf13484c8be50ecf7b87c9be92b18c12b7
NM_001083547.1:106-2481,probe_df617bd2ca6ad017d1a58cb1b0fa41f4ad92e22ef97c42ae3b707cac9a796e43
NM_001002187.1:20-1375,probe_a3ea76b905bf683b348f552bbb35c7e6533cfa806740f76d836d8731154b3431
NM_001013565.1:46-1521,probe_ea4de4d27c70a02403d0c63ebc1227195f18374324169b79f43d15c75a3cef2f
NM_001161333.1:221-1633,probe_e9e3d4612c5e0ca7df18f8c92f6906be76ce0131fcb709b231e746bee922b12a
XM_005164753.4:243-1655,probe_e9e3d4612c5e0ca7df18f8c92f6906be76ce0131fcb709b231e746bee922b12a
XM_694808.9:174-1664,probe_e9e3d4612c5e0ca7df18f8c92f6906be76ce0131fcb709b231e746bee922b12a
NM_001045264.1:179-1996,probe_fb7692106181b012b380cbbdec9341e299cb9204d89216bbd248723f078943fc
NM_001309465.1:199-7005,probe_e89ededd4ed52153a6d429aa77a34447a338012211b5e2eba5d3008022a18d75
NM_001430854.1:98-2065,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
NM_001430855.1:318-2333,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
NM_001045435.1:63-1298,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
XM_017351676.2:98-2065,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
XM_017351675.2:446-2461,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
XM_017351677.2:446-2374,probe_8e18f0fa871887aee153847fc806ad60c1de12f9cc8beee6bc42fa35ef3dc0b3
NM_001083123.1:364-2970,probe_734efe7bb617ddfbd824ce2bee0a243a320c47b09ed2d549007a53aa475c9815
XM_005157658.4:167-1813,probe_fbf07b54f4c08ae166dad3596f29eebac16923303148275721fa6291e6f817ce
XM_021468284.1:154-2331,probe_e8e0d0c707c23d55b7fc768a0edefcda032c10144b2409a90d5a5a46e2df9385
XM_021469981.1:367-11424,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469982.1:366-11414,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469977.1:366-11453,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296941.3:366-11468,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469983.1:366-11411,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296942.3:366-11435,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296944.3:366-11180,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296945.3:366-11114,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296946.3:366-11030,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469987.1:366-10877,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469988.1:366-10874,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469985.1:366-11342,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_009296943.3:366-11432,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469975.1:367-11472,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469984.1:367-11394,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469976.1:367-11469,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469978.1:367-11445,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
XM_021469980.1:367-11442,probe_ef45151e196cefadaddd5d408cff4729a1ef6519ba3cf35a8ff9b18a96eabc8f
NM_001172769.1:7-1635,probe_c951039b1aa1ff95df86939c65de38a81fb08c0690aa3363730eca4e9d67e29c
NM_213231.1:238-2133,probe_f104e694adff9828fa759af141a66bfd9592b64d9ff1b8aabd5703788368a026
XM_005173768.4:453-2348,probe_f104e694adff9828fa759af141a66bfd9592b64d9ff1b8aabd5703788368a026
NM_201326.2:25-2073,probe_aeca61ffcf76b466da52b3b22d9ce754a22c77086cc81505d75979fdbf7885d7
XM_001920827.7:167-7129,probe_f4faaa9984328bbd1901bef7cf69f3e6806bfa4695a20ec9a1740e31bd114cb7
XM_009305796.2:167-7153,probe_f4faaa9984328bbd1901bef7cf69f3e6806bfa4695a20ec9a1740e31bd114cb7
NM_198369.2:83-1573,probe_a3030ec1e69bc3fa5981d7b5f707411eab5f4b3896fa161b14e88e5f55f1e417
NM_131154.3:89-1642,probe_d9626f56d45af3066a0eae2b2b7b0eb24287b4a71b2c04542045b639a4a5b276
NM_001109701.2:29-1534,probe_ec201f784c322badadeff4a5741ce1e75e91edd8129e7934b1d979bbe0935780
NM_001257183.1:107-1630,probe_dedb1b623b26d585648eaca47f2415b667542968c218eb7d118c052d2b3f776b
XM_681540.8:319-18060,probe_e002ba5ee1b4247bc13de3da3f08bf7eceb1f75064ed3b7047dcab12662a4a09
NM_001177333.2:22-1623,probe_d99a54360cb1bfe4c29a0f67e0bf5034c77fabf35dfcb85c9d4a1140408cfd97
NM_182864.2:690-2495,probe_dc25a09f4d03dfe5525727e41afe02abfd4e4064a4c282535556ad0728e5d978
NM_001039828.1:89-2248,probe_eb40ec77eafedb52d195db01e87e45aeca37801e89d69ccc2deb03a81711265b
NM_199277.2:299-2194,probe_f5933dcb700ad083344aa2ed0402d6b21ac44efaaafb7648027c0a770b554c1c
NM_205717.3:182-748,probe_e7be83a8a940723ca337177fad6bdba98b13b7f13f2251f408eb8dada0d08ce7
NM_001320405.1:192-758,probe_e7be83a8a940723ca337177fad6bdba98b13b7f13f2251f408eb8dada0d08ce7
XM_687846.9:144-4637,probe_f46dceb798da317617035b8c96f74ab4f89552839f52690306d4a351e3c269af
XM_021479799.1:145-4659,probe_f46dceb798da317617035b8c96f74ab4f89552839f52690306d4a351e3c269af
NM_001139482.1:1-906,probe_1cba9b673959a8b07f0455120a8bcc7a1128516f9774d81618da4191246cd62d
NM_001423667.1:138-1181,probe_1cba9b673959a8b07f0455120a8bcc7a1128516f9774d81618da4191246cd62d
XM_009304247.3:392-1078,probe_1cba9b673959a8b07f0455120a8bcc7a1128516f9774d81618da4191246cd62d
XM_009304246.3:413-1456,probe_1cba9b673959a8b07f0455120a8bcc7a1128516f9774d81618da4191246cd62d
XM_021473074.1:380-1336,probe_e5631e115c69bf3e0446d19c80eeb7036fcbecfcb01272edfd4ec175e6bdca09
XM_021473067.1:331-1287,probe_e5631e115c69bf3e0446d19c80eeb7036fcbecfcb01272edfd4ec175e6bdca09
XM_021471363.1:295-1251,probe_e5631e115c69bf3e0446d19c80eeb7036fcbecfcb01272edfd4ec175e6bdca09
XM_005168472.4:382-1338,probe_e5631e115c69bf3e0446d19c80eeb7036fcbecfcb01272edfd4ec175e6bdca09
XM_002661099.5:654-1610,probe_e5631e115c69bf3e0446d19c80eeb7036fcbecfcb01272edfd4ec175e6bdca09
XM_005165229.4:554-8068,probe_f87e4b8b3d9a05b01f42dbbf7c3e087a55136a89bd9ddbdbede0dbd542df2a71
XM_005165231.4:554-8065,probe_f87e4b8b3d9a05b01f42dbbf7c3e087a55136a89bd9ddbdbede0dbd542df2a71
XM_005165230.4:554-8065,probe_f87e4b8b3d9a05b01f42dbbf7c3e087a55136a89bd9ddbdbede0dbd542df2a71
XM_021468920.1:302-2335,probe_e99ab8753edc8453f4cb0b113f723c199d65ac0107934db6310a7bb4cb9a9870
NM_001037678.2:77-2110,probe_e99ab8753edc8453f4cb0b113f723c199d65ac0107934db6310a7bb4cb9a9870
NM_212665.1:115-1356,probe_ffd0f7315d5936aca04f9d82c485ab95c8a3ee98586cd8356a058d3873f2ff9e
NM_212673.1:113-1630,probe_f939b21c3d38e69a0578dd5dc6cc7f46709432b88795f0e039e79be68c9e4a50
NM_200881.1:118-1077,probe_cfed7f717449205e626c78e9b254939bb8a2b6b1943983558a1312952bb15aff
NM_001006098.1:76-858,probe_fdc12dacb7b23f71f4a85970af7b52379179d57c36f55ecd6a2465e3788a1aca
XM_681540.8:319-18060,probe_ccfefa9263e3cfc56a7d2b4686d832fa5fb8b3a2a341285da651628d1a85b9fe
XM_021467620.1:213-1496,probe_3a14fb265a1560f208815575a965307bf55bbcda1d3f0fd3ff766e99977947e1
NM_200643.1:164-1201,probe_3a14fb265a1560f208815575a965307bf55bbcda1d3f0fd3ff766e99977947e1
XM_005173617.4:203-1486,probe_3a14fb265a1560f208815575a965307bf55bbcda1d3f0fd3ff766e99977947e1
XM_021467621.1:206-880,probe_3a14fb265a1560f208815575a965307bf55bbcda1d3f0fd3ff766e99977947e1
NM_001007162.2:63-884,probe_8b8e3482bbf6ef977b43117942308079e3be4184ff1e58d9abce819d2928217d
XM_005158728.4:308-1129,probe_8b8e3482bbf6ef977b43117942308079e3be4184ff1e58d9abce819d2928217d
NM_183347.2:123-1028,probe_f732bb26dab3b9b2a81c6abee34a33a2fb1199465a78db9c81a05d9ac5a0dee7
NM_213332.2:154-1545,probe_efa092530cb5c67f8cb993775893d40ac9431cd641dc384d68a53ead12865c0b
XM_021476831.1:347-1432,probe_efa092530cb5c67f8cb993775893d40ac9431cd641dc384d68a53ead12865c0b
XM_009303354.3:368-4474,probe_e6c54c6a34a9072469761beb0f65aa8dc8721bdfe06db2fa72ef4bfb93b70a43
XM_021469981.1:367-11424,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469982.1:366-11414,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469977.1:366-11453,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296941.3:366-11468,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469983.1:366-11411,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296942.3:366-11435,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296944.3:366-11180,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296945.3:366-11114,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296946.3:366-11030,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469987.1:366-10877,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469988.1:366-10874,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469985.1:366-11342,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_009296943.3:366-11432,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469975.1:367-11472,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469984.1:367-11394,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469976.1:367-11469,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469978.1:367-11445,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_021469980.1:367-11442,probe_fbf2122db600989b3ed686e8c8a84793fa78920c563a50b63a9166e803566f6f
XM_003198146.5:245-4753,probe_9a2040ad391413d902f2b11daba1c74ffe9244280fef5d457b1cb868c76fab89
XM_017354804.2:238-4746,probe_9a2040ad391413d902f2b11daba1c74ffe9244280fef5d457b1cb868c76fab89
NM_001077328.1:56-1078,probe_ca1aa735613dea364c8bace97c424d9a56ad53ee61fcff4e7cc23ade3f32b805
NM_001309465.1:199-7005,probe_c346b396e05ffb0d584e001ca97f644653e58064e08784d209e68bb1eed16dba
XM_021478724.1:248-1501,probe_fc0cfc23ad09fa816304bc4b71639f7d5484090f927f5ecd6316a37a3958a2da
XM_005167420.4:353-1645,probe_fc0cfc23ad09fa816304bc4b71639f7d5484090f927f5ecd6316a37a3958a2da
NM_001098617.1:266-1558,probe_fc0cfc23ad09fa816304bc4b71639f7d5484090f927f5ecd6316a37a3958a2da
NM_001177499.2:7-1602,probe_dc3161c0d4a5549402190987926a9f05f1ed3a7888ae429548dda11108094eda
NM_200704.1:79-693,probe_ef2498230cf9959a0cf218decbc7001f14365750ceda29da922ca0ff790da3b4
NM_001077453.1:28-1503,probe_46374b54348d1768cefb6a8dcc3ab7e18f8f789494c535cc5c3a26913eb4a143
